Environment,Host,Mount,WE 01.05,WE 01.12,WE 01.19,WE 01.26,WE 02.02,WE 02.14,WE 02.23,WE 03.01,WE 03.08,WE 03.15,WE 03.22,WE 03.29,WE 04.05,WE 04.12,WE 04.19,WE 04.26,WE 05.03,WE 05.10,WE 05.17,WE 05.24,WE 05.31,WE 06.07,WE 06.14,WE 06.21,WE 06.28,WE 07.05,WE 07.12,WE 07.19,WE 07.26,WE 08.02,WE 08.09,WE 08.16,WE 08.23,WE 08.31,WE 09.06,WE 09.13,WE 09.20,WE 09.27,WE 10.04,WE 10.11,WE 10.18,WE 10.25,WE 11.03,WE 11.08,WE 11.15,WE 11.22,WE 11.30,WE 12.09,WE 12.13,WE 12.20,WE 12.28,WE 01.04,WE 01.10,WE 01.17,WE 01.24,WE 01.28
PROD2,dpaanalytics,/,12.00%,,12.00%,13.00%,12.00%,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,12,13,12,13,13,13,13,13,13,13,13,14,15,15,15,15,15,15,15,16,15,16
PROD2,dpaanalytics,/appl/depot,1.00%,,1.00%,1.00%,1.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PROD2,dpaanalytics,/appl/di_shareddata,1.00%,,1.00%,1.00%,1.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PROD2,dpaanalytics,/appl/sasbackup,1.00%,,,1.00%,1.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PROD2,dpaanalytics,/appl/sasdata,1.00%,,,1.00%,1.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PROD2,dpaanalytics,/appl/saslogs,1.00%,,1.00%,1.00%,1.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PROD2,dpaanalytics,/dev,0.00%,,,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PROD2,dpaanalytics,/sas,34.00%,,73.00%,72.00%,59.00%,31,44,44,76,26,26,65,63,78,58,73,35,62,62,58,48,51,55,74,76,73,58,43,63,63,68,53,53,51,44,44,65,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
PROD2,dpaanalytics,/work,1.00%,,9.00%,1.00%,1.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PROD2,dpadesignmetadata,/,15.00%,,,15.00%,15.00%,16,16,15,16,16,16,16,16,17,17,17,18,17,17,18,18,18,18,18,19,19,19,20,20,20,22,22,23,23,24,25,24,25,26,26,26,27,27,27,28,31,30,31,31,33,33,33,34,34,34,35
PROD2,dpadesignmetadata,/appl/config,12.00%,,,11.00%,11.00%,12,12,12,12,13,13,13,13,13,14,14,15,15,16,17,15,15,15,14,14,14,14,15,14,14,14,15,14,14,14,14,14,14,14,14,14,14,14,15,15,14,14,15,15,15,15,15,15,15,15,15
PROD2,dpadesignmetadata,/appl/depot,1.00%,,,1.00%,1.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PROD2,dpadesignmetadata,/appl/di_shareddata,1.00%,,,1.00%,1.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PROD2,dpadesignmetadata,/appl/sasbackup,1.00%,,,1.00%,1.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PROD2,dpadesignmetadata,/appl/sashome,20.00%,,,20.00%,20.00%,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
PROD2,dpadesignmetadata,/appl/saslogs,1.00%,,,1.00%,1.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PROD2,dpadesignmetadata,/dev,0.00%,,,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PROD2,dpadesignmetadata,/work,46.00%,,,46.00%,46.00%,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
PROD2,dpadesignmidtier,/,20.00%,,,20.00%,19.00%,20,19,19,19,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,19,19,19,19,19,20,20,20,20,20,20,20,20,20,21,21,20,22,21,21,23,24,25,24,24,24,24,24,24,24,25
PROD2,dpadesignmidtier,/appl/config,36.00%,,,44.00%,44.00%,49,25,29,30,36,38,42,44,48,51,51,53,56,61,66,29,30,31,27,34,36,39,42,35,39,46,50,34,41,41,31,31,38,41,47,49,31,41,44,47,28,38,42,45,48,31,37,34,40,38,37
PROD2,dpadesignmidtier,/appl/depot,1.00%,,,1.00%,1.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PROD2,dpadesignmidtier,/appl/di_shareddata,1.00%,,,1.00%,1.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PROD2,dpadesignmidtier,/appl/sasbackup,1.00%,,,1.00%,1.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PROD2,dpadesignmidtier,/appl/sashome,40.00%,,,40.00%,40.00%,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
PROD2,dpadesignmidtier,/appl/saslogs,1.00%,,,1.00%,1.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PROD2,dpadesignmidtier,/dev,0.00%,,,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PROD2,dpadesignmidtier,/work,25.00%,,,25.00%,25.00%,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
PROD2,dpadesignrtdm,/,12.00%,,,12.00%,11.00%,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,13,12,12,14,14,15,14,14,14,14,14,14,14,15
PROD2,dpadesignrtdm,/appl/depot,1.00%,,,1.00%,1.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PROD2,dpadesignrtdm,/appl/di_shareddata,1.00%,,,1.00%,1.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PROD2,dpadesignrtdm,/appl/sasbackup,1.00%,,,1.00%,1.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PROD2,dpadesignrtdm,/appl/sasconfig,8.00%,,,8.00%,8.00%,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
PROD2,dpadesignrtdm,/appl/sasdata,1.00%,,,1.00%,1.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PROD2,dpadesignrtdm,/appl/sashome,20.00%,,,20.00%,20.00%,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
PROD2,dpadesignrtdm,/appl/saslogs,1.00%,,,1.00%,1.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PROD2,dpadesignrtdm,/dev,0.00%,,,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PROD2,dpadesignrtdm,/work,57.00%,,,57.00%,57.00%,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57
PROD2,dpadicompute,/,57.00%,,,57.00%,56.00%,58,57,57,57,56,56,56,56,56,56,56,56,56,57,57,57,57,58,58,58,58,57,58,58,58,58,59,59,60,59,60,59,59,61,61,60,61,62,60,61,61,61,62,61,61,61,60,61,62,61,63
PROD2,dpadicompute,/appl/depot,1.00%,,,1.00%,1.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PROD2,dpadicompute,/appl/di_shareddata,1.00%,,,1.00%,1.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PROD2,dpadicompute,/appl/sasbackup,1.00%,,,1.00%,1.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PROD2,dpadicompute,/appl/sasdata,1.00%,,,1.00%,1.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PROD2,dpadicompute,/appl/saslogs,1.00%,,,1.00%,1.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PROD2,dpadicompute,/dev,0.00%,,,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PROD2,dpadicompute,/sas,44.00%,,,77.00%,69.00%,68,54,79,71,75,77,52,59,59,58,65,75,76,72,73,46,51,52,59,51,54,54,57,58,66,61,63,73,69,64,75,49,49,59,70,68,78,78,71,55,66,61,68,79,72,75,78,60,69,80,57
PROD2,dpadicompute,/work,1.00%,,,1.00%,1.00%,1,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,4,1,1,1,1,1,1,1,67,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1
PROD2,dpaespdistrib,/,47.00%,,,67.00%,76.00%,73,22,22,36,36,36,37,37,38,38,38,38,48,48,48,48,49,65,64,67,20,21,21,21,22,22,22,22,22,22,22,22,23,22,23,23,23,22,23,23,23,24,23,23,24,23,24,24,24,25,24
PROD2,dpaespdistrib,/appl/di_shareddata,1.00%,,,1.00%,1.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PROD2,dpaespdistrib,/appl/sasbackup/esp11,1.00%,,,1.00%,1.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PROD2,dpaespdistrib,/dev,0.00%,,,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PROD2,dpaespdistrib,/logs/esp11,35.00%,,,26.00%,45.00%,35,40,45,57,39,50,32,42,26,43,46,48,48,47,55,53,34,70,67,68,68,71,78,38,43,44,47,47,50,44,54,44,50,71,74,62,63,59,63,50,49,48,43,55,52,48,56,54,58,56,50
PROD2,dpaespdistrib,/opt/sas/viya/config,1.00%,,,1.00%,1.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PROD2,dpaespdistrib,/opt/sas/viya/data,1.00%,,,1.00%,1.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PROD2,dpaespdistrib,/opt/sas/viya/home,1.00%,,,1.00%,1.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PROD2,dpaespdistrib,/usr/bin2,1.00%,,,1.00%,1.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PROD2,dpaespeventstreammgr,/,33.00%,,,33.00%,33.00%,33,33,33,33,33,33,33,33,33,34,33,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,35,34,34,35,35,35,35,35,35,35,35,35,38,38,38,38,38,38,38,38,38,38,38
PROD2,dpaespeventstreammgr,/appl/di_shareddata,1.00%,,,1.00%,1.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PROD2,dpaespeventstreammgr,/appl/repo,1.00%,,,1.00%,1.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PROD2,dpaespeventstreammgr,/appl/sasbackup,1.00%,,,1.00%,1.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PROD2,dpaespeventstreammgr,/appl/saslogs,1.00%,,,1.00%,1.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PROD2,dpaespeventstreammgr,/dev,0.00%,,,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PROD2,dpaespeventstreammgr,/opt/sas/viya/config,24.00%,,,25.00%,26.00%,26,27,27,27,28,28,28,29,29,29,30,30,31,31,31,32,32,32,33,33,34,34,34,35,35,36,36,36,37,37,37,38,38,39,39,39,40,40,41,41,41,42,42,43,43,43,44,44,45,45,45
PROD2,dpaespeventstreammgr,/opt/sas/viya/home,4.00%,,,4.00%,4.00%,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
PROD2,dpaespkwik01,/,58.00%,,,58.00%,58.00%,59,60,60,61,62,62,60,61,61,61,61,61,61,61,61,61,61,62,64,64,64,64,65,65,65,65,65,66,66,65,66,66,66,67,67,67,67,68,67,67,67,68,68,68,68,69,69,69,69,68,69
PROD2,dpaespkwik01,/appl/di_shareddata,1.00%,,,1.00%,1.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PROD2,dpaespkwik01,/appl/sasbackup,1.00%,,,1.00%,1.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PROD2,dpaespkwik01,/dev,0.00%,,,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PROD2,dpaespkwik01,/logs,1.00%,,,1.00%,1.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PROD2,dpaespkwik01,/opt/sas/viya/config,9.00%,,,10.00%,11.00%,11,13,15,18,22,20,23,27,29,27,30,35,35,36,34,37,40,44,42,44,46,46,49,50,53,55,57,61,59,60,63,64,65,68,69,71,73,77,77,79,79,26,27,27,27,27,28,28,29,29,29
PROD2,dpaespkwik01,/opt/sas/viya/data,20.00%,,,20.00%,20.00%,20,20,20,21,21,21,21,20,20,21,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
PROD2,dpaespkwik01,/opt/sas/viya/home,11.00%,,,11.00%,11.00%,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
PROD2,dpaespkwik01,/usr/bin,2.00%,,,2.00%,2.00%,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
PROD2,dpaespkwik02,/,50.00%,,,50.00%,50.00%,51,51,51,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,54
PROD2,dpaespkwik02,/appl/di_shareddata,1.00%,,,1.00%,1.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PROD2,dpaespkwik02,/appl/sasbackup,1.00%,,,1.00%,1.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PROD2,dpaespkwik02,/dev,0.00%,,,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PROD2,dpaespkwik02,/logs,1.00%,,,1.00%,1.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PROD2,dpaespkwik02,/opt/sas/viya/config,9.00%,,,11.00%,11.00%,14,17,21,23,25,22,26,27,32,33,30,34,37,40,36,39,42,46,48,45,49,53,56,54,56,58,61,63,64,66,68,72,74,73,79,80,71,75,77,77,80,30,30,31,31,31,32,32,32,33,33
PROD2,dpaespkwik02,/opt/sas/viya/data,20.00%,,,20.00%,20.00%,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
PROD2,dpaespkwik02,/opt/sas/viya/home,11.00%,,,11.00%,11.00%,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
PROD2,dpaespkwik02,/python,1.00%,,,1.00%,1.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PROD2,dpaespprocessors00,/,66.00%,,,65%,65.00%,66,65,65,65,65,64,63,61,60,61,61,62,62,62,63,63,63,64,64,65,65,65,65,65,65,65,66,66,66,65,65,66,66,66,66,66,66,67,66,66,69,69,69,69,69,69,69,69,69,69,70
PROD2,dpaespprocessors00,/appl/di_shareddata,1.00%,,,1.00%,1.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PROD2,dpaespprocessors00,/appl/sasbackup,1.00%,,,1.00%,1.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
